ZipCode,Weighted 3 Year Average API,Median Home Price,Latitude,Longitude
90301,695.5,321600.0,33.959516,-118.35705700000001
90303,626.0,404000.0,33.935402,-118.331893
90305,788.0,398700.0,33.959862,-118.329875
90405,816.0,1171700.0,34.010684000000005,-118.46935900000001
90501,677.5,545800.0,33.830659000000004,-118.314586
90601,772.0,432600.0,34.010296000000004,-118.03254
90604,754.33,443500.0,33.932887,-118.00908000000001
90605,629.33,408100.0,33.946009000000004,-118.01588999999998
90620,862.0,455700.0,33.841653,-118.00784499999999
90621,758.0,467200.0,33.875820000000004,-117.993835
90630,946.0,539800.0,33.81903,-118.037724
90631,795.0,469300.0,33.926955,-117.954292
90638,779.0,466100.0,33.900795,-118.007222
90640,617.5,422000.0,34.008831,-118.106125
90650,692.5,375800.0,33.90717,-118.07691299999999
90660,655.5,370700.0,33.987196999999995,-118.086777
90670,811.0,403500.0,33.9265,-118.063804
90703,744.8,634800.0,33.866510999999996,-118.06863999999999
90706,649.5,401700.0,33.888048,-118.129042
90710,699.0,472800.0,33.795998,-118.295933
90712,651.0,468900.0,33.845265999999995,-118.146396
90713,771.5,484900.0,33.850373,-118.10968999999999
90715,777.0,415400.0,33.840451,-118.078195
90720,884.0,797000.0,33.797205,-118.06421100000001
90723,731.0,321000.0,33.899259,-118.165729
90731,664.25,496200.0,33.739502,-118.280074
90732,762.0,552500.0,33.739083,-118.316004
90744,708.0,372200.0,33.776738,-118.259079
90745,587.5,400900.0,33.826839,-118.261744
90804,759.0,399100.0,33.782531,-118.14441699999999
90805,644.0,345800.0,33.862578000000006,-118.17773400000002
90807,603.0,515000.0,33.829019,-118.172618
90810,659.33,349300.0,33.817427,-118.225974
90813,719.25,321000.0,33.781595,-118.196418
90815,755.0,572700.0,33.793499,-118.11376100000001
91007,891.0,1126100.0,34.125321,-118.05004299999999
91010,602.5,429800.0,34.168683,-117.96212299999999
91011,936.0,1435500.0,34.221954,-118.20524499999999
91016,710.5,560300.0,34.191035,-117.990967
91030,890.0,851900.0,34.112111999999996,-118.15741200000001
91042,685.0,474400.0,34.306996999999996,-118.233624
91101,484.0,452600.0,34.146827,-118.139347
91103,635.0,581100.0,34.164894,-118.168123
91104,765.0,648700.0,34.167957,-118.12225500000001
91106,710.0,554400.0,34.138090999999996,-118.129499
91107,647.25,764300.0,34.165531,-118.089242
91108,937.0,2134200.0,34.121167,-118.11507900000001
91205,775.0,508400.0,34.134144,-118.24128999999999
91206,563.0,657400.0,34.166509999999995,-118.218282
91214,869.0,702100.0,34.237621000000004,-118.256289
91301,869.0,753500.0,34.127307,-118.76513600000001
91302,871.0,1308000.0,34.129209,-118.662522
91303,626.0,394400.0,34.197379999999995,-118.60096999999999
91311,612.0,532200.0,34.287442,-118.60116799999999
91320,872.0,614200.0,34.179902,-118.945842
91321,832.0,407200.0,34.366649,-118.53575900000001
91325,753.0,586700.0,34.234840000000005,-118.516524
91331,684.0,357500.0,34.256792,-118.41895500000001
91335,737.33,422400.0,34.200579,-118.54038500000001
91340,590.0,345700.0,34.286008,-118.433573
91342,643.33,404800.0,34.313627000000004,-118.400448
91343,596.0,456200.0,34.239167,-118.477273
91344,718.5,523800.0,34.288687,-118.51396499999998
91350,729.0,456400.0,34.43057,-118.48923899999998
91351,712.0,399000.0,34.439719000000004,-118.452554
91352,611.0,396600.0,34.23445,-118.34466699999999
91355,821.6,464500.0,34.424663,-118.602604
91360,823.0,602000.0,34.212042,-118.88493700000001
91362,702.0,719600.0,34.196111,-118.81863600000001
91364,623.67,766500.0,34.155516999999996,-118.599919
91367,823.0,625800.0,34.174409999999995,-118.615177
91377,643.33,692300.0,34.189632,-118.75361399999998
91401,538.33,629700.0,34.179396000000004,-118.43178999999999
91402,637.0,356400.0,34.228876,-118.44453100000001
91405,648.0,431500.0,34.203087,-118.447999
91406,703.0,453400.0,34.194045,-118.49238999999999
91411,604.0,571600.0,34.178701000000004,-118.461795
91502,825.0,445800.0,34.179387,-118.314778
91505,550.0,615100.0,34.176714000000004,-118.346934
91506,733.67,640600.0,34.171631,-118.321458
91601,655.67,512400.0,34.168533000000004,-118.37089399999999
91602,576.0,680600.0,34.14582,-118.366597
91605,612.5,423200.0,34.208929,-118.39410900000001
91701,816.5,470000.0,34.170702,-117.591074
91702,720.0,366600.0,34.242963,-117.81316699999999
91706,602.0,361100.0,34.093495000000004,-117.96636399999998
91709,828.0,584100.0,33.956485,-117.728822
91710,628.5,408200.0,33.998671,-117.67158799999999
91711,680.25,597300.0,34.157787,-117.705378
91722,631.5,401500.0,34.098372999999995,-117.90724399999999
91723,773.0,436100.0,34.084979,-117.88786499999999
91724,773.0,481800.0,34.079223999999996,-117.852
91730,495.0,364200.0,34.099406,-117.58067199999999
91731,713.0,402300.0,34.080735,-118.04613300000001
91732,540.0,414100.0,34.069228,-118.01405600000001
91733,743.0,395300.0,34.046498,-118.047367
91737,843.0,544700.0,34.175540999999996,-117.577151
91739,809.0,547600.0,34.148644,-117.512973
91740,547.0,447100.0,34.11826,-117.847504
91741,837.0,586600.0,34.166835,-117.842327
91744,698.0,371600.0,34.028285,-117.932883
91745,702.6,578900.0,34.000485999999995,-117.970991
91746,705.0,374500.0,34.041819,-117.992718
91748,834.0,562900.0,33.977588,-117.90059299999999
91750,857.0,540200.0,34.154221,-117.76601000000001
91752,706.0,405200.0,33.989988000000004,-117.529
91754,590.0,546500.0,34.051353000000006,-118.145354
91761,742.0,357500.0,34.029047,-117.587503
91762,732.0,325400.0,34.031358000000004,-117.632608
91763,739.0,332800.0,34.071708,-117.700824
91764,526.0,302100.0,34.077977000000004,-117.586978
91765,876.0,624600.0,33.995104,-117.81136799999999
91766,703.67,326200.0,34.039143,-117.754423
91767,610.0,331600.0,34.085687,-117.734276
91768,766.0,319900.0,34.063528999999996,-117.79408500000001
91770,793.0,490600.0,34.062274,-118.08189399999999
91773,722.5,518300.0,34.112738,-117.81198799999999
91776,777.67,556900.0,34.089056,-118.09286399999999
91780,882.0,654900.0,34.103177,-118.050927
91786,782.0,402400.0,34.104288000000004,-117.66394199999999
91789,890.0,699700.0,34.004159,-117.855171
91791,730.67,517900.0,34.062915999999994,-117.889816
91801,825.0,539300.0,34.090456,-118.13413200000001
91910,794.0,400100.0,32.63637,-117.054177
91911,621.83,372300.0,32.605411,-117.052334
91913,803.0,457300.0,32.625569,-116.976102
91915,802.5,453700.0,32.620257,-116.94890900000001
91932,752.0,382600.0,32.571482,-117.117419
91941,798.0,514100.0,32.759518,-116.997076
91950,792.0,317600.0,32.67004,-117.09188
91977,682.0,359000.0,32.723482000000004,-116.993854
92008,756.33,718500.0,33.134571,-117.316809
92009,836.0,736500.0,33.095774,-117.23831000000001
92019,817.0,435900.0,32.777929,-116.868369
92020,611.0,416600.0,32.793955,-116.967205
92021,659.0,382400.0,32.842468,-116.876173
92024,760.67,803000.0,33.050487,-117.251443
92025,754.67,434900.0,33.089674,-117.01173500000002
92026,743.0,412100.0,33.221779999999995,-117.117322
92027,656.5,367900.0,33.133646,-116.97962
92028,690.75,487100.0,33.407392,-117.301926
92037,874.5,1282800.0,32.870045000000005,-117.249522
92040,688.0,408900.0,32.897682,-116.885209
92056,602.0,412800.0,33.20062,-117.29116
92057,812.5,382000.0,33.254323,-117.289479
92064,705.5,606400.0,32.995020000000004,-117.018823
92065,590.0,433000.0,33.066255,-116.83311699999999
92069,588.33,435800.0,33.18018,-117.158639
92071,808.0,396000.0,32.859064000000004,-116.996002
92078,738.2,502000.0,33.119076,-117.17940300000001
92081,788.0,466600.0,33.162911,-117.24768
92082,706.0,503200.0,33.257293,-116.996477
92083,691.5,366800.0,33.196465,-117.24678899999999
92084,655.0,447300.0,33.215258,-117.207955
92101,700.57,486800.0,32.719511,-117.18173
92102,630.0,363200.0,32.721374,-117.116739
92105,730.0,318500.0,32.736776,-117.090673
92106,793.75,925700.0,32.707628,-117.234756
92109,693.0,718700.0,32.795656,-117.233415
92110,784.0,503000.0,32.768574,-117.19986599999999
92111,692.5,474300.0,32.814071999999996,-117.1571
92114,722.0,342000.0,32.710651,-117.05281299999999
92115,641.33,397100.0,32.755633,-117.07011899999999
92117,763.33,513200.0,32.818462,-117.19848200000001
92118,874.0,1424100.0,32.645759000000005,-117.16199399999999
92120,808.0,506600.0,32.797497,-117.072243
92122,823.0,589500.0,32.856898,-117.207352
92123,671.0,466800.0,32.821849,-117.133567
92124,772.0,545000.0,32.821490999999995,-117.08413600000002
92126,851.0,461200.0,32.906738,-117.14515
92128,851.0,526900.0,32.995363,-117.07376699999999
92129,846.5,652300.0,32.965731,-117.126149
92130,902.0,896100.0,32.944802,-117.199324
92131,898.0,671500.0,32.894669,-117.049687
92139,809.0,341000.0,32.680139000000004,-117.047087
92154,751.0,357500.0,32.567225,-116.97639299999999
92201,661.0,198700.0,33.708586,-116.230175
92220,640.5,186500.0,33.913903999999995,-116.83593
92223,663.5,259100.0,33.939093,-117.00040700000001
92225,579.5,122000.0,33.760284999999996,-114.70420700000001
92227,656.5,147200.0,32.995383000000004,-115.361475
92231,578.5,174300.0,32.686248,-115.536322
92234,618.5,231100.0,33.812056,-116.464633
92236,702.0,174100.0,33.688557,-116.156236
92240,673.0,151000.0,33.94506,-116.51754199999999
92243,570.0,159400.0,32.736847999999995,-115.720575
92251,738.0,188600.0,32.847202,-115.816294
92253,512.5,386400.0,33.596940999999994,-116.291151
92260,688.5,321800.0,33.710542,-116.408305
92262,770.0,312700.0,33.852618,-116.56069699999999
92264,455.0,277100.0,33.72956,-116.53323200000001
92277,759.0,93200.0,34.253696000000005,-115.648758
92284,657.5,136300.0,34.135034999999995,-116.408736
92307,689.25,200400.0,34.623789,-117.15753600000001
92308,571.67,176100.0,34.400788,-117.145002
92311,610.0,93000.0,34.978645,-116.96726100000001
92314,782.0,200600.0,34.253479999999996,-116.82126399999999
92316,582.5,245900.0,34.063010999999996,-117.389451
92324,570.0,212500.0,34.035698,-117.27808999999999
92335,698.0,255000.0,34.087823,-117.46250800000001
92336,689.67,377900.0,34.162803000000004,-117.4578
92337,671.0,302100.0,34.050669,-117.46688300000001
92344,681.33,241700.0,34.384235,-117.412306
92345,754.33,179000.0,34.366695,-117.31707
92346,548.0,264600.0,34.139421,-117.151587
92374,730.4,291200.0,34.064807,-117.173723
92376,628.2,251800.0,34.106384000000006,-117.389265
92377,725.0,317300.0,34.159715000000006,-117.39966399999999
92392,773.0,190900.0,34.477846,-117.406028
92395,687.75,171100.0,34.518041,-117.29872900000001
92399,789.5,303100.0,34.054199,-117.017105
92404,622.0,197500.0,34.174105,-117.249031
92405,647.0,173400.0,34.143111,-117.30854099999999
92407,585.0,234600.0,34.230517,-117.401634
92501,555.0,248200.0,33.993846999999995,-117.37388899999999
92503,631.6,292300.0,33.89609,-117.44148100000001
92504,758.5,274700.0,33.904305,-117.40460700000001
92505,707.5,301400.0,33.931144,-117.490376
92506,608.25,371000.0,33.931543,-117.363726
92507,689.0,280600.0,33.968846,-117.328147
92508,827.0,401300.0,33.890107,-117.320948
92509,618.4,285500.0,34.002935,-117.437579
92530,639.5,254000.0,33.679899,-117.397873
92532,775.0,323300.0,33.709275,-117.29536999999999
92543,627.5,137100.0,33.708502,-116.98330700000001
92544,755.0,192300.0,33.647418,-116.840476
92545,744.67,211600.0,33.730351,-117.062665
92551,754.5,231400.0,33.883628,-117.2347
92553,546.2,222100.0,33.922748999999996,-117.24728
92555,736.0,296400.0,33.911176,-117.108628
92557,718.0,260600.0,33.971854,-117.254727
92562,801.67,366100.0,33.551048,-117.340204
92563,835.0,357400.0,33.589022,-117.14157
92570,700.5,240500.0,33.782525,-117.32333899999999
92571,637.5,227300.0,33.827011999999996,-117.203521
92583,726.0,184500.0,33.810411,-116.942625
92584,811.0,309800.0,33.660981,-117.175533
92591,666.33,377800.0,33.540869,-117.10334499999999
92592,760.0,401200.0,33.520825,-117.030483
92595,774.0,327000.0,33.617429,-117.256809
92602,879.0,790000.0,33.734928000000004,-117.732606
92604,879.0,682000.0,33.689903,-117.78909499999999
92612,915.5,659300.0,33.663515000000004,-117.83008500000001
92620,913.0,768300.0,33.705475,-117.756222
92626,730.0,641900.0,33.679145,-117.901753
92627,661.0,665300.0,33.645740999999994,-117.918742
92629,856.0,776700.0,33.475532,-117.70651399999998
92630,830.0,597800.0,33.647259000000005,-117.68033600000001
92647,770.0,611300.0,33.72647,-118.00718
92648,854.0,797500.0,33.674268,-118.02010800000001
92649,780.5,679100.0,33.72204,-118.059669
92651,895.0,1432600.0,33.553672,-117.78393700000001
92653,848.0,658300.0,33.593995,-117.70974199999999
92656,877.0,511400.0,33.573484,-117.728495
92660,743.67,1380600.0,33.637948,-117.875455
92663,827.0,1221300.0,33.624792,-117.93539299999999
92673,843.0,806300.0,33.464861,-117.614144
92675,794.0,643900.0,33.533084,-117.587153
92683,775.25,528200.0,33.747312,-118.00968799999998
92688,886.0,573500.0,33.618598,-117.61034
92691,854.0,606600.0,33.60941,-117.66873100000001
92692,838.0,634400.0,33.60368,-117.647461
92701,769.0,372000.0,33.746733,-117.855905
92704,686.5,416700.0,33.719759,-117.91369099999999
92705,549.0,792900.0,33.744114,-117.816057
92707,653.0,380100.0,33.713384999999995,-117.8695
92708,736.0,666300.0,33.709973,-117.947594
92780,690.0,574400.0,33.73857,-117.82106499999999
92801,717.0,424600.0,33.846303999999996,-117.957232
92804,671.8,446500.0,33.810468,-117.97929099999999
92805,738.0,418400.0,33.826079,-117.910432
92806,735.0,501000.0,33.830853999999995,-117.866619
92807,838.0,627100.0,33.850514000000004,-117.789124
92821,723.0,576900.0,33.93821,-117.85599599999999
92831,722.67,534000.0,33.876962,-117.892885
92832,808.0,431400.0,33.868471,-117.92718899999998
92833,886.0,471300.0,33.880441999999995,-117.96338
92840,808.0,447800.0,33.788579999999996,-117.928504
92841,653.0,464200.0,33.787551,-117.987338
92844,826.0,435900.0,33.760554,-117.97383700000002
92860,794.5,467800.0,33.929842,-117.558916
92867,649.0,603300.0,33.813345,-117.808283
92869,771.5,614000.0,33.796008,-117.76285800000001
92870,588.0,568400.0,33.881815,-117.85065800000001
92879,628.5,363300.0,33.879917,-117.53561100000002
92880,810.0,489900.0,33.921803000000004,-117.624845
92881,776.0,464300.0,33.814840999999994,-117.51416
92882,589.5,407800.0,33.830991,-117.625221
92886,810.0,678300.0,33.898092,-117.79178799999998
93001,780.0,494700.0,34.193779,-119.55201699999999
93003,834.33,493400.0,34.287738,-119.213625
93012,860.0,517700.0,34.200291,-118.98028000000001
93013,660.5,773600.0,34.452657,-119.504874
93015,730.0,340300.0,34.449448,-118.87083100000001
93021,743.67,573700.0,34.306325,-118.876865
93023,781.0,612300.0,34.505623,-119.278225
93030,707.0,420200.0,34.197864,-119.1725
93033,690.0,352300.0,34.148952,-119.10474099999999
93036,778.67,405300.0,34.249972,-119.18275
93060,738.0,361100.0,34.425387,-119.086402
93063,838.0,478800.0,34.308034,-118.71526499999999
93065,718.88,485800.0,34.266783000000004,-118.77515700000001
93101,599.5,794600.0,34.419568,-119.710803
93103,784.0,1029900.0,34.436473,-119.68135500000001
93110,774.0,1025200.0,34.472924,-119.738883
93111,460.0,832700.0,34.453468,-119.79943200000001
93117,817.0,754600.0,34.506299,-120.13503600000001
93203,664.0,124900.0,35.118557,-118.79711100000002
93210,690.0,136300.0,36.16768,-120.412677
93212,715.0,103900.0,36.03621,-119.545266
93215,701.0,147100.0,35.787673999999996,-119.149542
93230,599.25,160900.0,36.248063,-119.62276100000001
93245,770.67,182200.0,36.279692,-119.87293400000001
93247,562.0,136200.0,36.215804999999996,-119.06541299999999
93257,653.6,143500.0,35.943551,-118.90005
93263,567.5,135600.0,35.496387,-119.273629
93268,754.0,106300.0,35.169247,-119.380826
93274,702.0,147600.0,36.176795,-119.36704099999999
93277,757.43,174600.0,36.298297999999996,-119.38124199999999
93280,656.5,134500.0,35.656082,-119.464753
93291,510.67,192700.0,36.403636999999996,-119.38636299999999
93292,569.5,179400.0,36.366243,-119.21136100000001
93301,586.5,162500.0,35.386677,-119.02356
93304,783.0,127200.0,35.333218,-119.02308000000001
93305,518.0,114600.0,35.395208000000004,-118.98869599999999
93306,749.11,159100.0,35.430952000000005,-118.838447
93307,738.0,130000.0,35.275552000000005,-118.80845500000001
93308,675.67,173800.0,35.542916,-118.922952
93309,711.33,172800.0,35.347724,-119.06430800000001
93311,695.17,266000.0,35.173367,-119.19413200000001
93312,740.0,267200.0,35.390271000000006,-119.119212
93313,742.0,206900.0,35.143852,-119.037544
93314,694.0,355600.0,35.385156,-119.21673700000001
93401,646.5,615200.0,35.255552,-120.61288799999998
93405,779.0,598800.0,35.269490999999995,-120.75644299999999
93420,695.0,573300.0,35.165073,-120.431545
93422,687.0,425200.0,35.448378000000005,-120.686625
93436,709.0,254400.0,34.60212,-120.43972600000001
93442,817.0,510500.0,35.396471000000005,-120.78576000000001
93444,769.0,473600.0,35.026734999999995,-120.51189199999999
93446,668.5,386800.0,35.64597,-120.80045700000001
93454,713.5,275200.0,34.966326,-120.20613600000001
93455,799.5,353800.0,34.832977,-120.462428
93465,786.5,555700.0,35.538216,-120.74151599999999
93505,675.0,85800.0,35.110304,-117.99756399999998
93514,748.0,335000.0,37.515485999999996,-118.303455
93534,606.5,153200.0,34.725981,-118.150654
93535,533.25,172700.0,34.755236,-117.885687
93536,820.67,259400.0,34.774218,-118.478527
93543,659.0,180300.0,34.498641,-117.96195800000001
93550,596.33,180500.0,34.538214,-118.096398
93552,709.0,216300.0,34.551840000000006,-118.01993700000001
93555,545.0,151700.0,35.583273999999996,-117.675774
93560,557.25,159300.0,34.920034,-118.42756000000001
93561,695.5,212400.0,35.143907,-118.505269
93610,743.0,154700.0,37.085171,-120.251194
93611,725.5,259400.0,36.820207,-119.692462
93618,609.33,152500.0,36.523891,-119.39731200000001
93630,780.0,173300.0,36.707118,-120.144122
93631,691.5,223500.0,36.488412,-119.50664599999999
93637,642.17,176400.0,36.919578,-120.198576
93638,534.5,138300.0,37.018035,-120.037943
93640,713.0,117200.0,36.642106,-120.425473
93644,765.0,211100.0,37.390668,-119.642307
93648,639.0,123000.0,36.615866,-119.519465
93654,749.0,170100.0,36.656896,-119.401103
93657,732.67,173900.0,36.821739,-119.39252900000001
93662,655.0,156300.0,36.539637,-119.64703200000001
93702,590.5,88400.0,36.740837,-119.75078799999999
93703,646.5,120400.0,36.768875,-119.761674
93704,708.5,193800.0,36.800955,-119.8025
93705,430.0,133800.0,36.78648,-119.826889
93706,615.57,101700.0,36.652377,-119.91820600000001
93710,738.5,200200.0,36.819459,-119.76229099999999
93711,778.0,291500.0,36.838482,-119.82778400000001
93720,851.0,278300.0,36.896344,-119.763104
93722,648.0,189900.0,36.802399,-119.88548999999999
93726,641.33,148100.0,36.793306,-119.760326
93727,679.0,188400.0,36.754346000000005,-119.69459199999999
93730,880.0,377600.0,36.905435,-119.75976000000001
93901,668.0,398700.0,36.649108,-121.628976
93905,711.0,275300.0,36.67368,-121.61470600000001
93906,653.25,321700.0,36.725601,-121.631919
93907,490.0,385200.0,36.762006,-121.66915
93927,655.0,198000.0,36.218045000000004,-121.370294
93933,594.0,415600.0,36.657068,-121.77923600000001
93940,770.0,617500.0,36.589537,-121.833216
93950,851.0,713000.0,36.614232,-121.923144
93955,681.5,375500.0,36.626179,-121.80068700000001
93960,684.0,252200.0,36.404078000000005,-121.32233799999999
94002,871.0,1210400.0,37.509291,-122.301603
94010,866.0,2053900.0,37.563675,-122.39363700000001
94015,795.0,701000.0,37.679082,-122.47653400000002
94019,791.0,904400.0,37.44081,-122.41168600000002
94025,811.0,1641100.0,37.45936,-122.17528999999999
94030,868.0,1189600.0,37.601079999999996,-122.397438
94040,693.67,1508700.0,37.384763,-122.088081
94044,799.5,714100.0,37.618008,-122.481847
94062,641.75,1613400.0,37.401725,-122.298285
94063,838.5,691300.0,37.505217,-122.206354
94065,685.0,1090900.0,37.534893,-122.245631
94066,681.5,732000.0,37.623236999999996,-122.434528
94080,629.5,698500.0,37.654692,-122.423202
94087,766.0,1385900.0,37.353297999999995,-122.03052199999999
94102,505.0,783000.0,37.779334000000006,-122.417177
94107,507.0,1007000.0,37.768075,-122.39223100000001
94109,778.0,933300.0,37.797213,-122.422024
94110,536.5,1110000.0,37.761257,-122.411239
94112,669.5,736900.0,37.721869,-122.44163400000001
94114,641.0,1504000.0,37.758568,-122.439348
94115,797.0,1285300.0,37.786406,-122.43725400000001
94116,762.5,930600.0,37.743811,-122.481404
94117,439.0,1312000.0,37.768796,-122.444383
94121,777.0,1198300.0,37.777213,-122.493146
94122,672.0,980300.0,37.758115999999994,-122.484571
94124,645.0,610100.0,37.720649,-122.382508
94127,425.0,1259100.0,37.734429999999996,-122.457291
94131,844.0,1235800.0,37.74613,-122.44393899999999
94132,952.0,854100.0,37.728589,-122.48604499999999
94134,718.0,677100.0,37.721763,-122.408301
94301,903.0,2720900.0,37.441715,-122.15106499999999
94303,792.0,1384300.0,37.448634999999996,-122.120044
94306,915.0,1905500.0,37.413543,-122.13074399999999
94402,844.0,1392400.0,37.52559,-122.33456899999999
94403,695.0,960600.0,37.541331,-122.303739
94501,780.0,727800.0,37.774266,-122.281778
94503,734.0,419400.0,38.202219,-122.22953999999999
94507,762.0,1463200.0,37.855287,-122.003751
94509,595.25,273500.0,37.987562,-121.811632
94510,826.0,510400.0,38.109398,-122.128199
94513,730.6,452000.0,37.925812,-121.67228899999999
94518,667.0,521800.0,37.953398,-122.02251000000001
94519,512.33,414900.0,37.990057,-122.001874
94520,643.0,339000.0,37.997597,-122.02520600000001
94521,765.0,499800.0,37.945446000000004,-121.961446
94523,670.5,596100.0,37.953826,-122.077073
94526,760.4,990400.0,37.812319,-121.988679
94530,667.0,675600.0,37.91857,-122.293749
94531,767.0,360800.0,37.958264,-121.787232
94533,639.14,262000.0,38.271736,-122.00976999999999
94534,777.0,426900.0,38.233255,-122.105944
94536,663.8,693800.0,37.567053,-121.98564499999999
94538,724.18,644400.0,37.507735,-121.986318
94539,952.0,1192900.0,37.528347,-121.89336999999999
94541,591.25,436400.0,37.674246000000004,-122.084099
94544,602.0,443000.0,37.636879,-122.05643500000001
94545,782.33,455700.0,37.613074,-122.119198
94546,820.0,581500.0,37.7208,-122.088229
94547,721.0,457800.0,38.006299,-122.258578
94549,909.0,1226400.0,37.903729999999996,-122.122545
94550,730.5,672600.0,37.502497999999996,-121.594701
94551,809.0,563900.0,37.768656,-121.761468
94553,674.5,460300.0,37.992589,-122.12945900000001
94556,922.0,1108400.0,37.831644,-122.10425
94558,725.67,494300.0,38.534051,-122.279427
94559,658.0,469800.0,38.223256,-122.30039599999999
94560,642.67,581900.0,37.521008,-122.03305900000001
94561,775.0,337400.0,38.012785,-121.68301399999999
94563,933.0,1274300.0,37.878124,-122.20045
94564,661.0,405100.0,37.994434999999996,-122.28187199999999
94565,558.0,293900.0,37.998348,-121.932476
94566,752.5,919800.0,37.657,-121.855452
94568,879.0,672000.0,37.723968,-121.90896799999999
94571,761.0,276100.0,38.171901,-121.76006399999999
94574,805.0,965100.0,38.552477,-122.40651799999999
94577,700.0,469000.0,37.716031,-122.164547
94579,514.0,469700.0,37.686215000000004,-122.16351399999999
94580,769.25,447900.0,37.678056,-122.13556499999999
94582,929.0,944400.0,37.762401000000004,-121.920718
94589,733.0,236000.0,38.165312,-122.27624399999999
94591,728.0,323100.0,38.125735,-122.190525
94596,872.0,804600.0,37.891836,-122.03868999999999
94598,854.0,826800.0,37.890956,-121.98218700000001
94601,617.5,320000.0,37.775237,-122.216578
94603,811.0,255500.0,37.733994,-122.178421
94605,630.8,401400.0,37.757459999999995,-122.15449699999999
94606,574.5,393700.0,37.790132,-122.24595500000001
94607,642.67,409500.0,37.809507,-122.30270900000001
94608,758.0,477100.0,37.834596000000005,-122.293282
94609,471.5,667700.0,37.834421999999996,-122.264076
94610,633.0,867900.0,37.811413,-122.239244
94611,818.5,942300.0,37.831466999999996,-122.200097
94612,727.0,442700.0,37.808844,-122.269828
94619,652.0,533000.0,37.785999,-122.152451
94621,638.8,231600.0,37.733509000000005,-122.211078
94703,607.0,729400.0,37.865311,-122.27466000000001
94704,629.0,790100.0,37.866937,-122.25441799999999
94706,854.0,718100.0,37.889848,-122.296314
94801,621.5,236800.0,37.954221999999994,-122.383081
94803,670.0,429100.0,37.946878999999996,-122.275517
94804,589.0,299900.0,37.921638,-122.343829
94806,535.5,293400.0,37.980621,-122.33376799999999
94901,715.5,878500.0,37.979884000000006,-122.501157
94903,668.67,772700.0,38.024551,-122.543124
94928,798.33,414300.0,38.343339,-122.699352
